1,1,0.048742582,0.270980804,0.968256137,0.061554175,0.852391455,0.331934786,0.566522439,0.607874656,0.663133359,0.075957727
0.23070194,0.689553671,0.293040938,0.105833521,1,1,0.556907143,0.338461722,0.191580209,0.207331918,0.262476356,0.243186683
0.168961782,0.187168755,0.118825757,0.17929003,0.240393973,0.27349537,0.154418548,0.696095988,0.401274299,0.285941615,0.306112841,0.263992951
0.272882437,0.238284114,0.004040553,0.126656191,0.195358652,0.277104142,0.137654047,0.354361584,0.17845675,0.185505703,0.184618264,0.690245274
0.158680399,0.177727728,0,0.173124178,0.585207113,0.712766986,0.251879111,0.469880455,0.296711987,0.200116047,0.155058205,0.118758348
0.225152353,0.346022292,0.227702171,0.164058778,0.494757752,0.456875161,0.253231981,0.354989339,0.271201898,0.420297243,0.379781662,0.564546497
0.176594656,0.362271002,0.051035056,0.178379715,0.315181372,0.565295976,0.128628137,0.734301436,0.180810461,0.127205462,0.146489375,0.494799547
0.011683563,0.282115976,0.258749074,0.132091247,0.219402507,0.362661067,0.031017597,0.375421488,0.339614812,0.147730493,0.138575831,0.529199211
0.151803227,0.573945426,0.226792018,0.146965701,0.968725452,0,1,0.322925083,0.355046279,0.689897497,0.622835774,0.146022252
0.382097732,0.357666403,0.262117231,0.380807405,0.663410279,0.400913879,0.533101558,0.372365019,1,0.908108251,0.851611687,0.255737955
0.393875125,0.248705111,0.187325334,1,0.615938026,0.11870791,0.755478692,0.259120481,0.489171507,0.63126491,0.939389753,0.477443047
0.202689133,0.182742764,0.43508006,0.275353784,0.122092013,0.622751469,0.156616081,0.291197432,0.20987794,0.235300954,0.230590662,0.274522857
0.194067903,0.234485285,0.428844221,0.079570403,0.448899066,0.548333491,0.467056517,0.209820183,0.227343085,0.26840286,0.317008102,0.160082847
0.374062828,0.236560214,0.450007587,0.10110012,0.127762508,0.540002625,0.119379326,0.298379969,0.156691785,0.168221,0.152738391,0.470679839
0.320350743,0.233185508,0.102928403,0.338242149,0.451777959,0.370113203,0.366151398,0.256216345,0.744916524,0.580435477,0.629308058,0.37656934
0.339418248,0.171940341,0.145620219,0.161553931,0.170301467,0.362728236,0.144335989,0.372036604,0.463654701,0.276207308,0.297145261,0.369923057
0.107179551,0.396542142,0.484676645,0.193511662,0.250754643,0.621168417,0.15586043,0.405236389,0.357972656,0.233423596,0.275372721,0.329502844
0.030792528,0.201498907,0.31820574,0.092438636,0.188128038,0.591928174,0.181419668,0.298214533,0.289532501,0.198800117,0.222448879,0.444117991
0.60529784,0.197605604,0.314702248,0.371150721,0.497767193,0.198541051,0.567760384,0.194273716,0.811098652,1,1,0.39320129
0.260013853,0.120656102,0.426671174,0.043849575,0.112133564,0.574356713,0.187993576,0.889889776,0.180366847,0.135921035,0.172002759,0.162376656
0.613966173,0.211994306,0.749508538,0.018046732,0.171240552,0.485189648,0.146404746,0.587120842,0.020843545,0.055016035,0.045672491,0.149584778
0.226989324,0.308960356,0.450029666,0.069018041,0.253057603,0.931878728,0.243421269,0,0.144968338,0.171639321,0.216839782,0
0.04263347,0.170360554,0.493521097,0.131398127,0.131996745,0.728065768,0.130362141,0.451748438,0.332415062,0.330613618,0.378839675,0.68837267
0.255756643,0.032016166,0.45717061,0.067618019,0,0.674045321,0.06343356,0.233425097,0.101703728,0.113769239,0.111851894,0.336102271
0.058855698,0.078798777,0.504515377,0.060329415,0.038457753,0.612462156,0.163766531,0.508029803,0.196328472,0.189203906,0.199524047,0.273282311
0.363779066,0.067622742,1,0,0.056140942,0.557513848,0.062444937,0.539766463,0,0,0,1
0.236296386,0.473588462,0.310628239,0.079364088,0.244177096,0.692978189,0.147412943,0.567676395,0.226570402,0.196193078,0.19720438,0.412158238
0.464553551,0.190075575,0.328045158,0.081765302,0.036771174,0.464227841,0,0.66498176,0.115659623,0.054950918,0.092777172,0.45416812
0.227658095,0,0.39909011,0.026346099,0.180623976,0.579424361,0.028495691,1,0.014543034,0.016713874,0.030423099,0.927011548
0,0.178819349,0.137402086,0.014861543,0.22520507,0.487308147,0.118272924,0.608536597,0.011916137,0.027526641,0.040286007,0.098714646
0.296710862,0.089649122,0.310978382,0.104810862,0.19048318,0.340633893,0.028440774,0.780075576,0.201795787,0.117915569,0.104494162,0.51481867